DATE,BTC,EPU,ETH,EURO,GOLD,LIBRA,SP500,VIX,WTICO,YUAN
02/02/2023,23548.98,116.99,1645.42,1.09,1921.65,1.23,4179.76,18.73,75.87,6.73
03/02/2023,23426.40,115.81,1663.67,1.08,1875.35,1.21,4136.48,18.33,73.40,6.77
06/02/2023,22751.79,219.03,1613.52,1.07,1873.25,1.20,4111.08,19.43,74.11,6.79
07/02/2023,23260.42,190.34,1672.78,1.07,1870.70,1.20,4164.00,18.66,77.17,6.79
08/02/2023,22973.38,139.63,1650.96,1.07,1872.65,1.21,4117.86,19.63,78.47,6.79
09/02/2023,21804.16,129.06,1545.33,1.08,1879.10,1.22,4081.50,20.71,78.04,6.78
10/02/2023,21629.58,99.82,1513.90,1.07,1859.70,1.21,4090.46,20.53,79.74,6.81
13/02/2023,21786.33,70.05,1506.71,1.07,1856.05,1.21,4137.29,20.34,80.14,6.82
14/02/2023,22193.69,105.73,1557.20,1.07,1863.70,1.22,4136.13,18.91,79.08,6.83
15/02/2023,24340.76,200.60,1675.52,1.07,1831.20,1.20,4147.60,18.23,78.57,6.85
16/02/2023,23468.21,223.17,1636.17,1.07,1828.95,1.20,4090.41,20.17,78.45,6.86
17/02/2023,24562.04,97.82,1693.89,1.07,1833.95,1.20,4079.09,20.02,76.31,6.87
21/02/2023,24447.91,68.90,1659.19,1.07,1836.85,1.21,3997.34,22.87,76.28,6.87
22/02/2023,24187.63,140.33,1643.17,1.06,1835.75,1.21,3991.05,22.29,73.95,6.89
23/02/2023,23938.48,188.33,1649.70,1.06,1826.05,1.20,4012.32,21.14,75.26,6.91
24/02/2023,23181.45,82.35,1607.79,1.05,1810.95,1.19,3970.04,21.67,76.19,6.95
27/02/2023,23479.61,130.62,1633.29,1.06,1818.65,1.20,3982.24,20.95,75.57,6.95
28/02/2023,23146.93,88.38,1605.79,1.06,1824.60,1.21,3970.15,20.70,76.88,6.93
01/03/2023,23634.46,79.33,1665.29,1.07,1841.25,1.20,3951.39,20.58,77.57,6.87
02/03/2023,23469.09,158.83,1648.05,1.06,1836.20,1.19,3981.35,19.59,78.05,6.91
03/03/2023,22343.55,90.05,1568.79,1.06,1841.15,1.20,4045.64,18.49,79.62,6.90
06/03/2023,22419.33,88.74,1566.10,1.07,1849.05,1.20,4048.42,18.61,80.39,6.93
07/03/2023,22198.95,97.28,1562.02,1.06,1826.55,1.19,3986.37,19.59,77.45,6.96
08/03/2023,21712.64,71.68,1533.56,1.05,1816.30,1.18,3992.01,19.11,76.56,6.95
09/03/2023,20364.09,99.01,1435.90,1.06,1831.40,1.19,3918.32,22.61,75.60,6.96
10/03/2023,20227.02,167.33,1431.96,1.07,1861.25,1.20,3861.59,24.80,76.55,6.90
13/03/2023,24239.87,226.43,1682.46,1.07,1911.30,1.22,3855.76,26.52,74.68,6.85
14/03/2023,24786.83,246.38,1706.20,1.07,1907.55,1.21,3919.29,23.73,71.18,6.87
15/03/2023,24350.57,165.53,1656.16,1.05,1923.40,1.20,3891.93,26.14,67.38,6.90
16/03/2023,25040.11,191.67,1677.03,1.06,1922.75,1.21,3960.28,22.99,68.15,6.90
17/03/2023,27442.51,236.53,1792.54,1.06,1962.10,1.21,3916.64,25.51,66.61,6.89
20/03/2023,27818.07,158.68,1738.65,1.07,1969.35,1.23,3951.57,24.15,67.56,6.88
21/03/2023,28195.56,102.69,1807.14,1.08,1952.50,1.22,4002.87,21.38,69.40,6.88
22/03/2023,27324.09,215.30,1739.37,1.08,1949.35,1.22,3936.97,22.26,70.71,6.88
23/03/2023,28361.31,190.00,1817.86,1.09,1977.95,1.23,3948.72,22.61,69.77,6.82
24/03/2023,27488.93,163.72,1752.23,1.08,1993.80,1.22,3970.99,21.74,69.22,6.87
27/03/2023,27139.64,141.81,1716.32,1.08,1946.25,1.23,3977.53,20.60,72.87,6.88
28/03/2023,27273.12,117.77,1773.71,1.08,1962.85,1.23,3971.27,19.97,73.12,6.87
29/03/2023,28366.67,127.01,1793.85,1.08,1965.00,1.23,4027.81,19.12,72.95,6.89
30/03/2023,28036.88,82.78,1794.81,1.09,1965.80,1.24,4050.83,19.02,74.32,6.87
31/03/2023,28492.72,144.99,1823.00,1.09,1979.70,1.24,4109.31,18.70,75.68,6.87
03/04/2023,27807.81,150.38,1811.49,1.09,1983.30,1.24,4124.51,18.55,80.40,6.88
04/04/2023,28172.02,154.53,1871.41,1.10,2009.60,1.25,4100.60,19.00,80.70,6.88
05/04/2023,28187.68,108.51,1910.39,1.09,2030.85,1.25,4090.38,19.08,80.69,6.88
06/04/2023,28053.47,40.40,1873.51,1.09,2001.90,1.25,4105.02,18.40,80.70,6.88
10/04/2023,29678.68,116.65,1911.04,1.08,2001.90,1.24,4109.11,18.97,79.79,6.88
11/04/2023,30243.93,155.38,1892.19,1.09,2002.70,1.24,4108.94,19.10,81.54,6.89
12/04/2023,29913.06,109.82,1918.83,1.10,2008.20,1.25,4091.95,19.09,83.26,6.87
13/04/2023,30412.73,258.05,2013.73,1.11,2048.45,1.25,4146.22,17.80,82.16,6.87
14/04/2023,30493.72,38.20,2101.94,1.10,2019.40,1.24,4137.64,17.07,82.58,6.87
17/04/2023,29449.98,51.34,2075.52,1.09,1995.55,1.24,4151.32,16.95,80.93,6.88
18/04/2023,30382.37,186.52,2103.77,1.10,1999.40,1.24,4154.87,16.83,80.85,6.88
19/04/2023,28814.51,128.99,1935.20,1.10,1990.55,1.24,4154.52,16.46,79.18,6.89
20/04/2023,28235.24,98.98,1942.61,1.10,2007.15,1.24,4129.79,17.17,77.27,6.87
21/04/2023,27259.00,118.21,1848.69,1.10,1973.65,1.24,4133.52,16.77,77.86,6.89
24/04/2023,27518.81,149.57,1841.93,1.10,1978.20,1.25,4137.04,16.89,78.64,6.90
25/04/2023,28321.60,111.25,1866.47,1.10,1987.40,1.24,4071.63,18.76,77.05,6.93
26/04/2023,28406.04,135.07,1864.11,1.11,2003.00,1.25,4055.99,18.84,74.33,6.93
27/04/2023,29502.80,157.01,1909.45,1.10,1985.65,1.25,4135.35,17.03,74.77,6.92
28/04/2023,29344.36,94.05,1892.88,1.10,1982.55,1.26,4169.48,15.78,76.78,6.91
01/05/2023,28056.44,435.03,1830.65,1.10,1982.55,1.25,4167.87,16.08,75.65,6.92
02/05/2023,28682.78,249.56,1870.92,1.10,1995.40,1.25,4119.58,17.78,71.71,6.92
03/05/2023,29047.44,139.92,1905.92,1.10,2014.30,1.25,4090.75,18.34,68.62,6.92
04/05/2023,28861.56,105.00,1878.01,1.10,2044.70,1.26,4061.22,20.09,68.52,6.91
05/05/2023,29514.95,100.93,1996.22,1.10,2000.95,1.27,4136.25,17.19,71.32,6.91
08/05/2023,27682.70,311.34,1848.33,1.10,2000.95,1.26,4138.12,16.98,73.13,6.91
09/05/2023,27647.15,163.06,1847.74,1.10,2030.20,1.26,4119.17,17.71,73.68,6.92
10/05/2023,27620.20,69.51,1841.44,1.10,2037.15,1.26,4137.64,16.94,72.53,6.93
11/05/2023,27007.95,155.22,1796.79,1.09,2015.95,1.25,4130.62,16.93,70.81,6.95
12/05/2023,26811.54,190.28,1808.21,1.09,2019.90,1.25,4124.08,17.03,70.02,6.96
15/05/2023,27178.30,99.10,1818.18,1.09,2019.90,1.25,4136.28,17.12,71.07,6.95
16/05/2023,27041.08,67.14,1823.97,1.09,2007.45,1.25,4109.90,17.99,70.85,6.98
17/05/2023,27417.13,113.54,1823.06,1.08,1974.40,1.25,4158.77,16.87,72.78,7.00
18/05/2023,26829.49,210.79,1800.90,1.08,1960.30,1.24,4198.05,16.05,71.82,7.04
19/05/2023,26877.99,111.50,1812.62,1.08,1961.60,1.25,4191.98,16.81,71.57,7.01
22/05/2023,26854.54,398.71,1818.27,1.08,1970.30,1.24,4192.63,17.21,71.81,7.04
23/05/2023,27223.75,156.99,1853.61,1.08,1969.20,1.24,4145.58,18.53,72.87,7.05
24/05/2023,26321.63,301.54,1799.68,1.08,1969.65,1.24,4115.24,20.03,74.37,7.06
25/05/2023,26488.50,237.84,1806.35,1.07,1948.25,1.23,4151.28,19.14,71.68,7.08
26/05/2023,26728.06,220.29,1829.04,1.07,1947.90,1.23,4205.45,17.95,72.35,7.06
30/05/2023,27696.65,111.10,1900.60,1.07,1952.45,1.24,4205.52,17.46,69.45,7.08
31/05/2023,27222.90,264.79,1874.98,1.07,1964.40,1.24,4179.83,17.94,68.11,7.11
01/06/2023,26837.10,108.62,1862.36,1.08,1974.35,1.25,4221.02,15.65,70.09,7.09
02/06/2023,27250.49,96.48,1907.88,1.07,1963.25,1.25,4282.37,14.60,71.76,7.08
05/06/2023,25751.24,133.01,1811.53,1.07,1959.65,1.24,4273.79,14.73,72.14,7.11
06/06/2023,27245.80,62.63,1884.90,1.07,1957.25,1.24,4283.85,13.96,71.71,7.12
07/06/2023,26347.69,119.00,1832.64,1.07,1967.35,1.25,4267.52,13.94,72.52,7.13
08/06/2023,26504.81,96.83,1846.48,1.08,1966.40,1.25,4293.93,13.65,71.28,7.11
09/06/2023,26483.20,58.14,1840.02,1.07,1960.30,1.26,4298.86,13.83,70.16,7.13
12/06/2023,25906.91,204.38,1742.48,1.07,1952.90,1.25,4338.93,15.01,67.08,7.14
13/06/2023,25933.04,110.96,1739.12,1.08,1954.40,1.26,4369.01,14.61,69.39,7.16
14/06/2023,25103.81,147.42,1649.96,1.09,1955.80,1.27,4372.59,13.88,68.22,7.15
15/06/2023,25542.36,71.00,1663.86,1.09,1952.35,1.28,4425.84,14.50,70.61,7.13
16/06/2023,26341.33,56.58,1717.96,1.09,1959.75,1.28,4409.59,13.54,71.81,7.13
20/06/2023,28315.01,213.08,1791.33,1.09,1930.45,1.27,4388.71,13.88,70.94,7.18
21/06/2023,29998.22,65.39,1890.00,1.10,1925.65,1.27,4365.69,13.20,72.55,7.18
22/06/2023,29885.29,72.75,1872.12,1.10,1920.05,1.28,4381.89,12.91,69.22,7.18
23/06/2023,30692.18,74.02,1892.67,1.09,1930.70,1.27,4348.33,13.44,68.91,7.18
26/06/2023,30279.98,150.90,1858.93,1.09,1922.90,1.27,4328.82,14.25,69.09,7.24
27/06/2023,30702.10,127.96,1889.65,1.10,1918.90,1.28,4378.41,13.74,67.68,7.22
28/06/2023,30102.60,152.99,1829.17,1.09,1908.40,1.26,4376.86,13.43,69.54,7.24
29/06/2023,30441.40,117.91,1851.72,1.09,1899.60,1.26,4396.44,13.54,69.85,7.25
30/06/2023,30475.82,96.85,1935.13,1.09,1912.25,1.27,4450.38,13.59,70.66,7.25
03/07/2023,31163.19,65.32,1954.62,1.09,1928.75,1.27,4455.59,13.57,69.71,7.24
05/07/2023,30492.71,137.28,1909.24,1.09,1924.65,1.27,4446.82,14.18,71.78,7.25
06/07/2023,29910.89,40.77,1848.53,1.09,1908.80,1.27,4411.59,15.44,71.76,7.25
07/07/2023,30337.33,93.53,1868.89,1.10,1922.30,1.28,4398.95,14.83,73.91,7.22
10/07/2023,30427.52,39.18,1881.14,1.10,1922.80,1.28,4409.53,15.07,73.05,7.23
11/07/2023,30636.22,37.82,1879.56,1.10,1933.95,1.29,4439.26,14.84,74.87,7.21
12/07/2023,30379.01,89.22,1871.69,1.11,1953.30,1.30,4472.16,13.54,75.77,7.17
13/07/2023,31471.53,75.95,2005.66,1.12,1958.05,1.31,4510.04,13.61,76.86,7.15
14/07/2023,30312.82,206.65,1938.54,1.12,1953.70,1.31,4505.42,13.34,75.44,7.14
17/07/2023,30150.40,155.95,1912.43,1.12,1949.60,1.31,4522.79,13.48,74.17,7.17
18/07/2023,29860.85,104.21,1898.01,1.12,1975.00,1.31,4554.98,13.30,75.76,7.18
19/07/2023,29918.57,37.11,1889.91,1.12,1975.35,1.29,4565.72,13.76,75.40,7.23
20/07/2023,29807.90,260.18,1891.74,1.11,1976.10,1.28,4534.87,13.99,75.65,7.18
21/07/2023,29907.14,80.78,1891.93,1.11,1960.60,1.29,4536.34,13.60,77.06,7.19
24/07/2023,29171.26,105.67,1849.46,1.11,1960.00,1.28,4554.64,13.91,78.81,7.19
25/07/2023,29221.74,37.76,1856.82,1.11,1958.70,1.29,4567.46,13.86,79.76,7.13
26/07/2023,29351.49,220.51,1871.97,1.11,1966.30,1.29,4566.75,13.19,79.11,7.15
27/07/2023,29213.16,95.33,1860.68,1.10,1945.35,1.29,4537.41,14.41,80.17,7.17
28/07/2023,29311.22,82.35,1873.83,1.10,1954.25,1.29,4582.23,13.33,80.55,7.15
31/07/2023,29223.31,81.19,1855.83,1.10,1970.65,1.29,4588.96,13.63,81.80,7.14
01/08/2023,29728.88,151.79,1872.87,1.10,1947.20,1.28,4576.73,13.93,81.37,7.18
02/08/2023,29155.83,121.59,1838.54,1.09,1944.20,1.27,4513.39,16.09,79.50,7.19
03/08/2023,29168.14,62.21,1834.21,1.09,1935.65,1.27,4501.89,15.92,81.56,7.17
04/08/2023,29073.70,60.58,1827.04,1.10,1942.45,1.28,4478.03,17.10,82.76,7.17
07/08/2023,29179.01,59.30,1826.49,1.10,1931.70,1.28,4518.44,15.77,81.94,7.19
08/08/2023,29774.42,49.89,1855.88,1.10,1926.40,1.27,4499.38,15.99,82.94,7.22
09/08/2023,29561.54,77.25,1853.91,1.10,1922.75,1.27,4467.71,15.96,84.35,7.21
10/08/2023,29418.09,46.74,1850.28,1.10,1920.90,1.27,4468.83,15.85,82.81,7.22
11/08/2023,29400.05,170.30,1847.14,1.10,1915.80,1.27,4464.05,14.84,83.17,7.24
14/08/2023,29397.35,236.53,1843.53,1.09,1903.75,1.27,4489.72,14.82,82.50,7.26
15/08/2023,29165.96,53.33,1826.68,1.09,1903.85,1.27,4437.86,16.46,81.06,7.28
16/08/2023,28694.33,128.55,1805.91,1.09,1904.20,1.27,4404.33,16.78,79.40,7.30
17/08/2023,26600.98,101.81,1680.02,1.09,1896.35,1.28,4370.36,17.89,80.43,7.29
18/08/2023,26043.99,36.93,1660.85,1.09,1893.70,1.27,4369.71,17.30,81.25,7.28
21/08/2023,26128.18,130.14,1667.65,1.09,1889.85,1.27,4399.77,17.13,80.71,7.29
22/08/2023,26038.42,52.69,1634.24,1.08,1892.75,1.27,4387.55,16.97,80.25,7.29
23/08/2023,26429.54,141.21,1679.35,1.09,1916.65,1.27,4436.01,15.98,78.91,7.28
24/08/2023,26168.12,76.47,1660.85,1.08,1917.05,1.26,4376.31,17.20,79.52,7.28
25/08/2023,26054.38,137.35,1652.87,1.08,1915.50,1.26,4405.71,15.68,80.47,7.29
28/08/2023,26102.51,70.13,1652.50,1.08,1915.50,1.26,4433.31,15.08,80.65,7.29
29/08/2023,27713.68,69.20,1729.26,1.09,1930.00,1.26,4497.63,14.45,81.14,7.28
30/08/2023,27297.11,66.94,1704.94,1.09,1947.55,1.27,4514.87,13.88,81.64,7.28
31/08/2023,25922.51,167.14,1645.28,1.08,1942.30,1.27,4507.66,13.57,83.55,7.26
01/09/2023,25802.02,57.38,1628.83,1.08,1940.55,1.26,4515.77,13.09,85.52,7.26
05/09/2023,25778.03,66.39,1633.25,1.07,1926.10,1.26,4496.83,14.01,86.74,7.30
06/09/2023,25748.10,41.02,1632.05,1.07,1922.05,1.25,4465.48,14.45,87.55,7.32
07/09/2023,26267.36,95.66,1646.92,1.07,1918.35,1.25,4451.14,14.40,86.87,7.33
08/09/2023,25906.35,37.05,1636.26,1.07,1927.80,1.25,4457.49,13.84,87.51,7.34
11/09/2023,25161.68,82.18,1551.36,1.07,1924.95,1.25,4487.46,13.80,87.30,7.29
12/09/2023,25852.36,99.71,1593.34,1.07,1908.55,1.25,4461.90,14.23,88.87,7.29
13/09/2023,26216.13,132.91,1607.52,1.07,1913.80,1.25,4467.44,13.48,88.59,7.27
14/09/2023,26531.31,111.69,1626.97,1.07,1901.75,1.24,4505.10,12.82,90.13,7.28
15/09/2023,26620.02,63.69,1642.53,1.07,1927.70,1.24,4450.32,13.79,90.83,7.27
18/09/2023,26767.54,63.82,1637.09,1.07,1923.50,1.24,4453.53,14.00,91.47,7.29
19/09/2023,27199.35,146.72,1642.82,1.07,1934.90,1.24,4443.95,14.11,91.16,7.30
20/09/2023,27119.41,82.86,1622.00,1.07,1943.35,1.24,4402.20,15.14,89.20,7.29
21/09/2023,26567.29,106.49,1584.04,1.07,1915.00,1.23,4330.00,17.54,89.56,7.31
22/09/2023,26582.63,42.80,1593.22,1.07,1927.35,1.23,4320.06,17.20,90.00,7.30
25/09/2023,26296.86,14.69,1587.90,1.06,1924.85,1.22,4337.44,16.90,89.68,7.31
26/09/2023,26200.13,143.47,1592.46,1.06,1907.05,1.22,4273.53,18.94,91.43,7.31
27/09/2023,26351.82,150.04,1596.96,1.05,1887.30,1.21,4274.51,18.22,93.67,7.31
28/09/2023,27035.82,111.89,1653.08,1.06,1873.55,1.22,4299.70,17.34,91.65,7.30
29/09/2023,26900.30,136.08,1666.74,1.06,1870.50,1.22,4288.05,17.52,90.77,7.30
02/10/2023,27517.12,77.03,1663.11,1.05,1833.05,1.21,4288.39,17.61,88.81,7.30
03/10/2023,27421.92,100.40,1657.34,1.05,1822.45,1.21,4229.45,19.78,89.26,7.30
04/10/2023,27782.29,181.95,1646.37,1.05,1818.95,1.22,4263.75,18.58,84.32,7.30
05/10/2023,27419.39,47.99,1612.30,1.05,1819.45,1.22,4258.19,18.49,82.30,7.30
06/10/2023,27949.12,95.46,1646.04,1.06,1819.60,1.23,4308.50,17.45,82.83,7.30
10/10/2023,27391.73,143.27,1567.45,1.06,1857.00,1.23,4358.24,17.03,85.89,7.29
11/10/2023,26851.85,192.77,1565.08,1.06,1871.25,1.23,4376.95,16.09,83.70,7.30
12/10/2023,26745.50,189.71,1539.26,1.06,1874.00,1.22,4349.61,16.69,82.87,7.30
13/10/2023,26859.10,58.76,1551.48,1.05,1909.20,1.21,4327.78,19.32,87.67,7.30
16/10/2023,28534.29,136.30,1600.62,1.05,1918.05,1.22,4373.63,17.21,86.65,7.31
17/10/2023,28408.19,97.80,1565.57,1.06,1928.20,1.22,4373.20,17.88,86.66,7.31
18/10/2023,28309.35,90.33,1562.14,1.05,1955.70,1.22,4314.60,19.22,88.35,7.32
19/10/2023,28734.51,279.65,1567.78,1.06,1953.55,1.21,4278.00,21.40,89.35,7.31
20/10/2023,29686.66,287.49,1605.03,1.06,1988.50,1.22,4224.16,21.71,89.12,7.32
23/10/2023,33106.86,150.87,1766.77,1.06,1973.00,1.22,4217.04,20.37,85.49,7.32
24/10/2023,33919.92,79.87,1784.81,1.06,1963.65,1.22,4247.68,18.97,84.58,7.31
25/10/2023,34489.91,124.21,1787.24,1.06,1983.30,1.21,4186.77,20.19,86.07,7.32
26/10/2023,34140.00,37.91,1803.20,1.05,1975.00,1.21,4137.23,20.68,83.80,7.32
27/10/2023,33905.16,90.17,1779.85,1.06,1982.90,1.22,4117.37,21.27,86.04,7.32
30/10/2023,34485.49,164.09,1809.43,1.06,1997.60,1.22,4166.82,19.75,83.03,7.31
31/10/2023,34667.88,42.38,1815.73,1.06,1996.90,1.21,4193.80,18.14,81.64,7.32
01/11/2023,35469.43,132.01,1848.91,1.05,1986.35,1.21,4237.86,16.87,81.05,7.32
02/11/2023,34935.25,58.14,1801.48,1.06,1983.60,1.22,4317.78,15.66,83.04,7.32
03/11/2023,34735.91,72.02,1834.86,1.07,1994.45,1.24,4358.34,14.91,81.19,7.30
06/11/2023,35063.96,342.88,1901.98,1.07,1984.60,1.24,4365.98,14.89,81.54,7.27
07/11/2023,35420.95,122.59,1886.39,1.07,1960.70,1.23,4378.38,14.81,77.96,7.28
08/11/2023,35581.68,119.34,1888.43,1.07,1959.35,1.23,4382.78,14.45,75.85,7.28
09/11/2023,36669.30,142.71,2121.15,1.07,1957.45,1.23,4347.35,15.29,76.34,7.28
13/11/2023,36470.45,116.21,2057.40,1.07,1931.15,1.23,4411.55,14.76,78.86,7.29
14/11/2023,35552.80,198.44,1980.17,1.09,1969.05,1.25,4495.70,14.16,78.90,7.25
15/11/2023,37876.32,68.82,2058.25,1.09,1958.20,1.24,4502.88,14.18,77.15,7.25
16/11/2023,36150.03,149.23,1960.91,1.09,1980.10,1.24,4508.24,14.32,73.50,7.24
17/11/2023,36626.60,168.58,1960.65,1.09,1981.05,1.24,4514.02,13.80,76.47,7.21
20/11/2023,37476.08,42.90,2022.48,1.09,1968.70,1.25,4547.38,13.41,78.10,7.17
21/11/2023,35734.18,295.43,1937.09,1.09,2006.60,1.25,4538.19,13.35,78.35,7.14
22/11/2023,37443.86,65.95,2064.29,1.09,1997.55,1.25,4556.62,12.85,76.80,7.16
24/11/2023,37745.94,94.64,2082.10,1.09,2000.85,1.26,4559.34,12.46,74.83,7.15
27/11/2023,37244.39,89.08,2027.63,1.09,2013.70,1.26,4550.43,12.69,74.46,7.15
28/11/2023,37840.46,101.83,2048.79,1.10,2025.65,1.27,4554.89,12.69,76.09,7.14
29/11/2023,37864.76,83.76,2028.64,1.10,2046.95,1.27,4550.58,12.98,77.56,7.13
30/11/2023,37743.00,147.72,2054.06,1.09,2035.45,1.26,4567.80,12.92,75.66,7.14
01/12/2023,38714.00,38.37,2088.87,1.09,2045.40,1.27,4594.63,12.63,73.70,7.14
04/12/2023,41856.31,51.19,2239.11,1.08,2049.05,1.26,4569.78,13.08,72.73,7.14
05/12/2023,44060.06,328.17,2293.56,1.08,2023.35,1.26,4567.18,12.85,71.95,7.14
06/12/2023,43778.51,88.12,2233.53,1.08,2026.40,1.26,4549.34,12.97,68.98,7.16
07/12/2023,43305.91,73.65,2358.50,1.08,2026.90,1.26,4585.59,13.06,69.00,7.15
08/12/2023,44223.94,64.67,2359.06,1.07,2008.10,1.25,4604.37,12.35,70.87,7.16
11/12/2023,41205.53,117.01,2223.13,1.07,1986.65,1.26,4622.44,12.63,70.95,7.18
12/12/2023,41452.65,36.95,2201.29,1.08,1980.85,1.25,4643.70,12.07,68.27,7.18
13/12/2023,42927.11,95.78,2262.00,1.08,1982.50,1.25,4707.09,12.19,69.09,7.17
14/12/2023,43031.34,89.93,2315.38,1.10,2046.10,1.28,4719.55,12.48,71.21,7.11
15/12/2023,41939.81,61.40,2221.97,1.09,2032.30,1.27,4719.19,12.28,71.05,7.12
18/12/2023,42638.28,264.75,2216.31,1.09,2023.95,1.26,4740.56,12.56,72.16,7.13
19/12/2023,42252.20,632.37,2176.64,1.10,2041.35,1.28,4768.37,12.53,73.23,7.13
20/12/2023,43647.01,69.49,2199.42,1.10,2035.55,1.27,4698.35,13.67,73.87,7.14
21/12/2023,43876.98,95.99,2241.29,1.10,2041.70,1.27,4746.75,13.65,73.59,7.14
22/12/2023,44015.60,52.02,2327.03,1.10,2041.70,1.27,4754.63,13.03,73.29,7.13
26/12/2023,42520.26,111.18,2230.14,1.10,2041.70,1.27,4774.75,12.99,75.84,7.14
27/12/2023,43444.45,145.72,2380.88,1.11,2069.40,1.28,4781.58,12.43,74.31,7.14
28/12/2023,42613.04,168.59,2347.40,1.11,2078.40,1.27,4783.35,12.47,72.02,7.11
29/12/2023,42056.30,107.55,2297.44,1.11,2078.40,1.27,4769.83,12.45,71.89,7.10
02/01/2024,45030.04,138.57,2357.69,1.10,2067.55,1.26,4742.83,13.20,70.62,7.14
03/01/2024,42836.30,162.46,2209.48,1.09,2042.10,1.26,4704.81,14.04,72.97,7.15
04/01/2024,44230.11,118.85,2270.25,1.10,2039.55,1.27,4688.68,14.13,72.38,7.16
05/01/2024,44174.50,106.49,2269.69,1.10,2056.35,1.27,4697.24,13.35,74.00,7.15
08/01/2024,47000.31,153.56,2332.28,1.10,2025.10,1.28,4763.54,13.08,71.06,7.15
09/01/2024,46103.00,1026.38,2344.77,1.09,2034.90,1.27,4756.50,12.76,72.43,7.17
10/01/2024,46590.34,73.60,2580.54,1.10,2026.80,1.27,4783.45,12.69,71.57,7.17
11/01/2024,46324.98,57.00,2621.00,1.09,2029.15,1.27,4780.24,12.44,72.15,7.17
12/01/2024,42797.41,76.85,2524.19,1.10,2055.65,1.27,4783.83,12.70,72.94,7.17
16/01/2024,43152.59,248.39,2587.34,1.09,2038.15,1.27,4765.98,13.84,72.63,7.19
17/01/2024,42705.07,69.96,2526.78,1.09,2011.75,1.27,4739.21,14.79,72.79,7.20
18/01/2024,41234.95,121.41,2465.22,1.09,2013.20,1.27,4780.94,14.13,74.32,7.20
19/01/2024,41633.68,147.36,2488.81,1.09,2028.55,1.27,4839.81,13.30,73.69,7.19
22/01/2024,39547.64,175.55,2313.90,1.09,2021.60,1.27,4850.43,13.19,75.26,7.19
23/01/2024,39866.78,71.62,2239.90,1.08,2022.95,1.27,4864.60,12.55,74.72,7.17
24/01/2024,40051.80,91.92,2232.81,1.09,2024.65,1.28,4868.55,13.14,75.48,7.16
25/01/2024,39944.50,114.57,2217.52,1.08,2023.75,1.27,4894.16,13.45,77.91,7.17
26/01/2024,41792.29,85.29,2265.82,1.09,2018.45,1.27,4890.97,13.26,78.45,7.18
29/01/2024,43272.35,212.58,2315.41,1.08,2022.50,1.27,4927.93,13.60,77.25,7.18
30/01/2024,42985.96,144.27,2346.26,1.08,2043.05,1.27,4924.97,13.31,78.30,7.18
31/01/2024,42599.49,81.76,2284.72,1.09,2053.25,1.27,4845.65,14.35,76.28,7.17
01/02/2024,43090.14,97.99,2304.03,1.09,2045.85,1.27,4906.19,13.88,74.36,7.18
02/02/2024,43187.41,55.14,2307.79,1.08,2034.15,1.26,4958.61,13.85,72.72,7.19
05/02/2024,42654.60,209.60,2298.36,1.07,2018.00,1.25,4942.81,13.67,73.21,7.20
06/02/2024,43093.37,109.35,2372.79,1.08,2030.80,1.26,4954.23,13.06,73.83,7.19
07/02/2024,44393.14,178.57,2424.81,1.08,2041.60,1.26,4995.06,12.83,74.26,7.19
08/02/2024,45345.80,153.72,2421.78,1.08,2028.65,1.26,4997.91,12.79,76.67,7.20
09/02/2024,47154.45,67.61,2489.49,1.08,2023.50,1.26,5026.61,12.93,77.26,7.19
12/02/2024,49961.00,215.18,2666.22,1.08,2015.20,1.26,5021.84,13.93,77.34,7.19
13/02/2024,49691.47,183.22,2640.16,1.07,1996.10,1.26,4953.17,15.85,78.28,7.19
14/02/2024,51833.46,86.93,2776.52,1.07,1985.10,1.26,5000.62,14.38,77.09,7.19
15/02/2024,51935.86,83.03,2825.16,1.08,2004.05,1.26,5029.73,14.01,78.47,7.19
16/02/2024,52181.12,58.32,2803.34,1.08,1997.90,1.26,5005.57,14.24,79.65,7.19
20/02/2024,52284.38,149.95,3015.82,1.08,2029.10,1.26,4975.51,15.42,78.72,7.19
21/02/2024,51833.99,111.52,2966.07,1.08,2026.75,1.26,4981.80,15.34,78.89,7.19
22/02/2024,51262.51,70.29,2969.08,1.08,2024.00,1.26,5087.03,14.54,79.64,7.19
23/02/2024,50751.19,117.11,2924.67,1.08,2027.45,1.27,5088.80,13.75,77.60,7.20
26/02/2024,54559.00,167.77,3179.13,1.09,2027.20,1.27,5069.53,13.74,78.53,7.20
27/02/2024,57064.29,117.39,3243.77,1.09,2035.05,1.27,5078.18,13.43,79.80,7.20
28/02/2024,62479.39,143.19,3386.58,1.08,2032.45,1.27,5069.76,13.84,79.44,7.20
29/02/2024,61240.13,105.86,3343.95,1.08,2048.05,1.26,5096.27,13.40,79.22,7.20
01/03/2024,62468.47,58.59,3438.86,1.08,2049.80,1.27,5137.08,13.11,80.90,7.20
04/03/2024,68277.61,185.31,3633.36,1.09,2098.05,1.27,5130.95,13.49,79.67,7.20
05/03/2024,63893.71,98.25,3565.18,1.09,2134.40,1.27,5078.65,14.46,79.11,7.20
06/03/2024,66092.71,107.93,3825.43,1.09,2142.85,1.28,5104.76,14.50,80.08,7.20
07/03/2024,66914.79,56.71,3877.26,1.09,2153.45,1.28,5157.36,14.44,79.81,7.19
